!Series_title	"Alteration of peripheral blood monocyte gene expression in humans following diesel exhaust inhalation"
"A_23_P257144"	8.823766	8.551922	8.577687	8.615093	8.711925	8.994975	9.189719	9.561406	7.7434196	7.4136395	9.325718	9.527653	9.3270445	9.163146	9.696283	9.309683	8.117366	8.106559	7.6741476	8.974759	7.8386273	7.7641582	8.103347	8.029148	9.053195	9.099311	9.384793	9.74268
"A_23_P257155"	7.623895	10.358192	7.6226015	7.3423643	9.26609	9.429681	8.944852	8.806967	9.235864	9.392027	6.90958	8.915495	9.330383	8.181006	9.12934	7.9507656	8.67283	7.260111	6.935979	9.023243	8.423625	7.7566433	7.1831255	7.870584	9.142886	7.409483	9.286418	9.326408
"A_23_P257164"	8.378076	7.3787704	7.1167645	7.93351	7.6581774	7.341289	7.619131	7.7914157	7.0263915	6.9712553	8.011352	7.8881826	7.441525	7.6056876	7.7077155	7.5773807	7.820122	7.068446	7.3211713	7.545891	7.430275	7.782686	7.9117084	7.504041	7.2242794	7.158134	7.451173	7.5010333
"A_23_P257176"	8.166672	8.499906	8.2234	8.082478	7.4833374	7.484563	8.422508	8.219261	7.1338663	7.2457104	7.7548847	7.864581	7.2011323	7.765621	8.143708	7.729096	8.050543	8.2529335	8.357951	8.35964	8.296766	8.745341	9.366579	9.392239	7.668503	7.3573446	8.051964	8.021436
"A_23_P257198"	9.472907	9.535429	9.76269	9.809366	9.633493	8.638468	8.994596	8.618362	10.276138	10.623314	4.470625	5.770531	8.220654	9.513109	8.341588	8.537595	8.940424	8.598059	8.994195	9.099726	8.866575	9.303395	8.770135	9.125849	9.115926	8.511904	8.314568	8.716834
"A_23_P25720"	5.428596	5.035091	5.38231	5.044577	5.810941	6.079838	6.3112984	6.0651436	3.9876275	4.5980477	7.9914203	5.8286977	4.5491467	3.7576392	5.115392	4.4264426	4.1766114	5.2447944	3.783951	4.258201	5.209254	4.68823	5.1970096	6.2290726	4.4634757	4.743136	3.8145564	5.758807
"A_23_P257201"	8.027269	7.713928	9.391578	8.675625	7.7876616	7.45691	7.702483	7.2976956	7.451409	8.255326	7.9859104	6.7328825	8.527998	8.150436	7.3676753	7.0158615	7.8539453	8.125658	8.038305	7.8825474	8.330906	8.595833	8.447767	8.792363	6.846971	9.058113	8.253097	8.171283
"A_23_P257231"	6.311761	4.1228614	4.5077276	4.7490573	5.530413	5.568924	5.639076	5.837025	3.795801	4.764629	6.074583	4.3390837	4.4652634	3.2429137	4.714724	3.8040757	5.4165173	4.041126	4.217803	4.4677787	8.292907	4.144249	4.587451	5.180089	4.6024375	4.1583233	4.587685	3.8355472
"A_23_P257250"	6.0684996	5.990855	5.763191	6.0623217	5.6334085	5.618192	5.744293	6.082376	7.0500236	6.421251	7.568777	6.881315	6.2253284	6.4962153	5.8159065	5.984316	5.6749372	5.1370997	4.9984574	5.3009524	5.843091	5.3458953	4.891534	4.508855	6.2971916	6.171313	5.846331	5.986139
"A_23_P257256"	9.052763	8.867913	8.761876	9.037994	9.030312	9.043247	9.327947	9.498148	8.817648	8.971253	10.16742	9.748538	9.562758	9.603321	9.616596	9.394764	8.349067	8.284504	8.614187	8.064615	7.5549307	7.688792	7.543651	7.3982415	9.170297	9.215941	9.314602	9.565252
"A_23_P257263"	7.8324256	8.105495	8.592121	7.951827	8.393658	8.444959	8.871683	8.603166	7.7937813	8.121225	8.259487	8.076315	8.265913	8.188427	8.1689625	8.177244	10.172713	8.907744	7.628457	8.25239	8.107904	7.926505	8.915078	7.9908648	8.659709	8.05138	9.09235	8.252252
"A_23_P257278"	5.9252315	5.9238944	5.7219224	5.5431743	5.7641664	5.823367	6.310779	6.5275717	7.3133173	6.0719705	6.4005466	6.804122	6.5681987	6.450542	6.408032	6.248813	5.495631	5.602412	5.250502	6.369592	3.1316528	5.5819745	4.5369287	6.189374	7.3764057	6.3040066	6.0502543	6.260217
"A_23_P257296"	9.5884905	9.239932	9.185848	9.224394	8.201114	8.209216	8.139292	7.9432974	9.064925	8.8587265	9.592846	10.165668	9.934508	10.099291	10.440863	10.001283	9.26761	9.077434	8.720959	8.955965	8.6220875	9.151312	8.715227	8.406753	9.832056	9.819878	10.0155735	10.091293
"A_23_P2573"	7.9311624	7.802581	7.9118814	8.429553	8.466645	8.394279	8.692262	9.064925	7.182253	7.294897	7.8424597	8.525638	7.954789	8.19247	8.9368725	7.964909	8.156382	7.851481	7.6055675	7.708826	7.423771	7.6772256	7.571672	8.014532	7.8730965	7.890296	8.282111	8.537093
"A_23_P257307"	7.6247344	7.3643894	6.9855127	7.3639464	7.511935	7.4147954	7.3337493	7.643124	6.755473	6.170752	8.036685	8.88834	8.019396	7.9620876	7.609972	7.6731887	7.148949	7.2428126	6.6900187	7.2501307	7.176054	8.476351	7.398872	6.871956	8.068717	7.926505	7.7725987	8.038156
"A_23_P257335"	9.144433	9.266519	8.780454	9.000735	7.707965	7.827543	8.311731	8.297342	8.254498	7.957148	10.072438	10.14917	8.9121065	9.221052	9.2992935	9.013807	8.762545	8.663412	8.378566	8.921386	8.362362	8.210269	8.531882	8.59999	8.892285	8.931441	9.180834	9.123791
"A_23_P25735"	13.097163	12.279631	13.218393	12.305889	12.782301	12.4136305	12.349064	11.430096	12.432225	12.417233	10.92843	10.667176	13.213533	13.164513	12.098389	12.859865	12.028398	12.342475	12.446256	11.981952	11.73227	12.295065	12.103861	12.485029	12.910195	12.327846	12.3511	11.843325
"A_23_P257355"	5.9046993	5.6628094	6.089563	5.872579	4.523316	4.9087133	4.6365714	5.854003	5.7427917	5.8664913	5.2210827	6.158555	6.24311	6.5334687	6.4060645	6.271025	5.7673173	5.683441	5.7767296	6.211438	6.3582935	5.2313194	6.0044193	4.940252	6.1548615	6.2456827	6.398266	6.9288187
"A_23_P257365"	7.1930656	6.831623	7.082905	7.1038194	7.5112386	7.0600266	7.685796	7.6699843	7.7568684	7.9561768	6.3000364	7.980265	8.514235	7.7665296	7.7631145	7.4995484	7.9247875	7.613555	7.6326723	7.4473925	8.84532	7.6589465	8.402251	8.504346	9.675632	7.430131	7.7688756	8.083907
"A_23_P257372"	3.2660255	7.093153	5.146658	5.6044703	6.130996	3.8685796	5.1834	5.004701	7.1886616	7.5099435	4.839378	3.245843	6.6873226	5.045523	4.9366164	3.8796194	5.900409	7.6540737	6.17484	3.8665476	4.630486	7.037732	5.252892	5.9358487	6.7820473	5.1960044	3.4601634	4.9955554
"A_23_P257387"	7.725464	7.504318	7.7729917	7.996584	7.6422677	6.610198	7.5239263	7.7021813	7.11202	6.701445	8.553978	8.460732	8.14444	7.727599	8.47067	7.7464876	7.8808184	7.876114	8.412625	7.4861336	7.6319733	8.70299	7.604194	7.404036	7.527719	7.648446	7.632109	8.022748
"A_23_P257396"	5.329496	5.327731	5.46658	5.9088135	5.2363844	5.6579094	5.310573	5.4407506	5.1110077	5.803404	4.728462	6.2384667	5.834262	6.2352257	6.0334086	5.8924966	5.7714214	5.7756424	5.3779407	5.872363	6.156621	5.986139	5.0715675	4.6308346	5.785508	5.709953	5.876525	5.752572
"A_23_P257407"	11.900874	11.733899	11.793938	12.048709	11.737346	12.168669	12.334957	12.338867	10.825978	10.458868	12.649748	13.331138	11.604086	11.891916	12.3812	11.925097	12.653941	12.506314	11.888454	11.891916	12.567658	12.620356	12.780904	12.326438	11.439765	11.677092	11.862812	11.853141
"A_23_P257417"	6.0832677	6.296272	7.402602	5.8285346	4.9607368	6.842587	5.2593336	7.2612514	4.522988	5.26395	3.6597233	5.283576	5.013728	7.2937517	5.234988	5.8520155	8.619481	6.399523	6.20862	8.008632	7.3858113	7.7125635	6.0230904	6.266722	5.448998	5.1877303	6.1396074	5.757139
"A_23_P257423"	7.2155433	5.8752775	6.0158925	6.833798	5.814807	6.0257807	6.7035074	4.1802616	6.0958076	6.00779	8.418763	4.4936047	6.307377	6.1059318	4.7257466	5.0380645	6.0942316	6.3743176	3.2580345	6.127346	4.182143	3.735122	5.0521936	4.8816247	6.407003	6.8355327	6.3926334	4.659904
"A_23_P257445"	6.408032	6.405799	6.347687	6.7134886	5.4702654	5.8605504	5.5905356	5.6019106	5.8560786	5.801263	7.231222	7.2153935	6.3859105	6.7293954	6.731298	6.958281	6.495478	6.470406	6.2128806	7.7249866	6.6433187	6.5625033	6.4225807	6.0226674	6.7969704	6.8516383	6.919935	7.095666
"A_23_P257457"	8.211683	8.133063	8.135442	8.128006	6.407155	6.480245	6.906045	6.6301413	7.525556	7.2153935	8.630772	8.684262	8.469365	8.613269	8.733373	8.497065	7.8347735	7.495552	7.659837	7.8559194	7.4046736	7.256995	7.1898155	6.8660293	8.555081	8.572176	8.787648	8.664732
"A_23_P25746"	7.0998588	6.926135	6.8582993	7.1751523	6.386945	6.3953238	6.6004133	6.0915604	5.6898932	5.872579	8.202762	7.568777	6.3613396	6.6087866	6.79383	6.4991107	6.760014	6.7649817	6.584948	6.8842163	6.9725947	6.9041977	6.3823676	6.2131886	6.0636277	6.2803173	6.247638	6.735145
"A_23_P257478"	8.054202	7.8919683	8.391065	8.096684	7.0712757	6.4977818	7.628991	6.789382	6.910881	6.69871	8.555081	9.008657	8.113363	8.328876	8.543034	8.198769	7.9692516	7.8252616	7.8334184	7.9322805	7.8181086	7.6688013	8.610976	7.786828	7.959141	8.117187	8.056779	8.17654
"A_23_P257497"	2.671008	2.7334664	3.725229	3.3384745	3.3541224	3.1880903	3.1221602	3.097239	2.7221797	3.499405	5.0181804	3.9125528	2.9000523	3.7954779	3.807487	3.7749975	2.826754	7.6719294	2.8664265	2.8707962	3.3217201	2.7513742	5.1763597	2.4369416	2.80958	2.9721308	2.9373703	2.9268687
"A_23_P257503"	9.869547	11.2823715	10.5603895	10.217936	10.256056	10.602932	10.405694	10.208113	9.2741785	9.443944	6.44462	6.830611	10.424922	10.13438	10.262773	9.719595	10.7301035	10.427388	11.091553	10.284443	9.860922	9.302923	9.813286	9.932627	10.594736	10.2067375	9.971533	10.540931
"A_23_P257516"	5.7995443	5.760591	4.86169	4.6584997	4.4409304	5.7998533	4.4892545	4.687958	6.488732	6.555569	3.9634874	5.6929326	7.36885	5.0805745	4.9362416	4.4008694	4.5591946	5.2042437	5.2232795	5.438041	2.379748	4.447975	3.6888785	2.2658975	6.035637	4.1786675	4.8358355	4.5861297
"A_23_P257538"	8.315574	5.928392	6.175186	6.420637	6.032773	6.113616	6.7412734	6.009718	6.2270193	6.9821935	2.626674	6.8243337	7.079903	7.728334	6.394451	7.312535	6.787591	7.0909204	7.5054603	7.3252788	5.3475966	4.8473644	7.395595	6.8396363	6.2209463	6.143734	6.819513	6.777198
"A_23_P257542"	7.592888	7.689552	7.6521783	7.8508415	7.5396156	7.3844075	7.584767	7.6555634	6.6473656	7.5476437	7.352901	7.6856585	5.237924	7.968246	5.452942	8.117003	8.542887	6.4401755	6.939633	6.735145	6.7958407	6.8082113	7.7274036	7.356366	6.670842	7.798026	8.129706	5.4507675
"A_23_P25755"	5.533848	6.781613	5.838593	5.757546	5.8787193	6.2240176	5.903799	5.967346	4.769972	4.0061054	6.4038253	6.575628	5.275867	3.9966817	5.3336115	4.218158	5.639294	4.48148	4.6817756	4.1285396	4.631122	5.3705487	4.3972397	5.6172953	4.915507	4.8398943	3.7937608	4.5020456
"A_23_P257562"	7.7352724	7.551727	7.5206366	7.6548433	8.243785	8.264876	8.548008	8.927276	7.412093	6.84291	7.694981	8.371344	8.09174	8.415338	8.163187	7.9024696	7.952782	8.219833	7.527315	7.773754	8.1227	7.8327513	7.5810747	7.2972527	7.886952	7.8901305	8.072923	8.204714
"A_23_P257578"	5.355548	5.1340303	6.755759	5.670926	5.723024	6.2372093	5.6403008	5.3430147	7.4848843	7.76339	6.540633	6.385301	6.787754	7.3217034	5.71042	6.7567806	5.641605	6.171162	7.082905	6.160991	6.5723596	6.2105904	6.420522	5.759986	7.409714	5.7867413	6.706576	5.9338355
"A_23_P257583"	8.722878	8.3836	8.404277	8.524071	7.9162016	7.809899	7.897282	7.7514787	8.435727	8.27151	9.746482	9.588732	9.011368	9.089305	9.245053	9.024971	8.371567	8.081719	7.971436	8.028511	7.8022914	8.047886	7.620908	7.474818	8.879412	8.887484	9.039879	9.152988
"A_23_P257593"	4.4470224	6.9216514	3.3293495	7.1524997	4.455565	7.5204844	2.7902143	5.3225017	5.321846	6.0257807	3.1634	2.8435044	3.4314575	5.2079496	4.8586946	5.1773124	2.8819985	3.1258488	7.241387	7.394851	3.9502277	3.640871	3.8825245	5.6914544	4.026953	3.5805635	4.865075	4.823902
"A_23_P257609"	6.497926	6.806677	6.7314663	7.6725907	6.888113	6.8465905	6.9666905	7.4143157	9.591915	9.959683	7.9242706	7.77956	7.3029985	7.1197925	7.142807	7.373367	6.5777473	7.1708374	6.772168	6.958095	7.2225523	7.4865475	7.915353	7.714827	6.8269734	7.1706014	7.1418743	7.3511233
"A_23_P257638"	6.426192	6.471327	6.6280313	6.695915	7.2208323	6.9402065	7.091342	7.2814436	8.474579	9.06016	6.6215	7.310904	7.149597	7.421003	7.1480746	7.1009364	6.397075	6.2744093	6.321897	6.1538014	6.640253	6.1001782	5.82136	6.1294737	7.051002	7.056416	7.104032	7.117588
"A_23_P257649"	6.3515964	5.9115877	6.206112	6.4193373	4.8828154	5.2387285	4.777236	5.229433	6.6200576	6.490651	7.4176507	7.003498	6.9948716	6.942875	6.767639	6.67696	6.2028356	5.8686047	5.622343	6.0632358	6.1961703	5.8644805	6.047157	5.521684	6.904321	6.5585294	6.5702076	6.7781506
"A_23_P257668"	2.6435409	2.8890293	2.616133	2.696333	2.5654316	2.6372585	3.241806	2.7710705	2.671008	3.445295	4.289787	3.1463816	2.9565744	3.183174	2.6351137	3.2087555	3.1124263	3.3503852	3.1553712	3.5698287	4.3430605	3.8365684	3.2745433	3.190541	2.4818585	4.6287394	2.5947754	2.6426454
"A_23_P257672"	12.373375	12.180194	12.513865	12.809794	11.79232	12.848437	12.682974	13.126197	11.260968	10.915976	13.534339	14.050559	12.108829	12.817934	12.8380375	12.461953	13.072049	12.8380375	12.443668	12.431187	12.960695	13.166651	13.293756	12.769787	11.899924	12.098389	12.344899	12.183259
"A_23_P257694"	8.199649	7.665429	7.666017	7.9996514	8.221599	7.763004	8.001424	8.368218	7.000173	7.107195	8.341443	10.45611	8.026714	7.868161	8.093423	7.9315457	8.154775	8.088685	7.613888	7.9720626	9.105122	8.003655	8.043184	7.7957325	7.6214795	7.7954473	8.368091	8.370862
"A_23_P257704"	9.058602	8.963811	8.783444	9.326408	9.001639	9.077037	9.360605	9.347629	9.058113	8.934612	9.470294	10.175337	9.223753	9.247958	9.226662	8.9368725	9.109299	8.819626	8.516611	8.647523	8.439479	8.605538	8.866129	8.951989	9.173952	8.939105	8.95093	8.983118
"A_23_P257716"	8.468129	8.184045	5.5666943	6.2534986	8.306416	10.389132	7.6128125	7.4135156	8.039249	8.601947	7.749575	6.5835752	7.628311	8.015346	7.69774	9.42902	9.985078	5.38231	7.60803	6.683124	7.281346	8.511904	10.127926	9.93418	10.065163	7.128366	7.068336	6.3188066
"A_23_P257726"	7.192776	7.1565704	6.9765067	7.1248183	7.124689	7.7198615	7.3729563	7.361365	7.699087	8.052588	6.801446	7.8913555	6.981297	8.588252	7.0950956	7.1219883	7.151875	7.3819647	6.583272	6.759466	7.0995927	6.6031837	6.5673366	6.5772896	7.2634306	7.2889166	7.324713	7.371649
"A_23_P257743"	7.858808	7.6052704	8.189774	7.9669185	7.823246	8.075919	8.269884	8.203576	6.88541	6.8220944	8.087478	8.543601	7.915699	8.036263	8.232232	7.9152184	7.9669185	7.574677	7.2260337	6.9724517	6.965762	6.8235984	7.134279	6.9602013	7.878859	7.883296	7.876423	7.990001
"A_23_P257753"	9.756294	10.052544	9.202009	9.858137	10.135878	10.39009	9.252676	10.042772	9.733915	9.920316	8.177998	9.226182	9.570838	9.418819	10.19358	10.155498	9.982456	10.348993	9.619956	10.128538	10.611445	9.082659	10.45253	10.09708	9.923235	9.102322	9.551211	9.93193
"A_23_P257755"	8.475201	8.820761	7.4118133	8.17941	8.086963	7.9727535	7.48592	8.004396	9.336394	9.578017	6.4196243	6.6469793	8.4794445	8.378566	7.9210877	9.071904	8.671113	8.8587265	8.335024	8.374974	9.005586	8.123097	8.313405	8.783082	9.094116	8.248316	7.8749022	8.889706
"A_23_P257763"	6.5968866	7.1414704	5.817475	6.579168	7.802581	6.870735	7.7733006	7.1510825	5.452942	5.399535	7.3692	6.0636277	5.7907753	5.2559404	6.0979867	6.375468	6.4846992	6.040305	6.360402	6.335491	5.9783664	7.0836816	7.8708863	7.5301833	5.1888256	5.69193	7.8287997	6.1249213
"A_23_P257786"	8.726775	8.442382	8.678536	8.6069355	8.760113	8.748094	9.061244	9.377899	8.23553	8.030875	8.868915	9.473208	9.292083	9.14774	9.649465	9.212697	7.960268	8.008632	7.7169423	7.080637	7.3632054	7.348858	7.4670105	7.09212	9.085405	9.155576	9.197717	9.417136
"A_23_P257795"	9.489711	10.209189	10.43794	8.862028	9.99843	9.41348	10.464739	8.691425	11.093175	11.200282	7.798911	7.97431	9.9213505	10.062325	8.953755	9.924381	9.588147	9.293482	10.328672	8.993879	9.497905	9.487464	9.611842	9.706211	9.971533	10.120693	9.605349	9.473208
"A_23_P257803"	4.668745	4.751765	5.031553	5.3336115	4.197426	4.418022	3.9945345	4.213301	3.9102418	4.2047744	5.7608914	6.4213943	5.355548	5.105722	4.82148	4.8795877	2.815585	3.1071854	3.0610447	3.5748034	2.6858032	5.2489934	2.8855639	4.2796063	5.0709653	5.3199477	4.7944536	3.1458426
"A_23_P257815"	4.6042557	4.3292513	4.404793	4.726102	4.372869	4.269033	3.8208318	4.048514	6.1063423	5.466927	5.4444304	3.8647492	3.3394513	5.2690845	2.6298206	2.563161	2.8435044	4.0181174	3.0725193	3.8762507	3.1044939	2.8868766	2.6952	2.6114848	2.710525	2.6518857	4.415933	3.158295
"A_23_P257834"	3.5331886	4.9819627	4.8952994	5.335094	5.134822	5.353221	5.48467	6.0163364	5.0918202	4.8295765	3.7716022	6.5382586	6.8508754	7.3533473	5.4934807	5.28178	6.1130023	5.6282477	5.376606	4.818508	2.5397348	5.248748	4.6704473	5.1718297	5.6284156	6.657598	5.247722	5.646962
"A_23_P257863"	11.444455	11.656369	11.553016	12.327846	11.871201	11.677092	12.052305	12.018966	11.242949	11.315461	8.364985	7.9487867	11.114811	10.795854	10.854636	10.922939	11.338806	11.429259	11.486363	10.219064	11.494608	11.013809	10.193233	10.952054	11.453013	11.316823	11.125038	11.089788
"A_23_P257871"	10.749033	11.560232	11.244917	11.666757	11.1306	11.121395	11.601063	11.583816	10.280091	10.489189	13.38947	11.140169	11.708782	9.323593	11.647251	11.532906	10.949249	11.043316	10.919079	11.340034	11.260968	11.093637	10.210987	9.622374	10.153608	10.282099	10.340669	12.018966
"A_23_P257881"	6.5995455	6.856756	6.8698163	6.7598968	6.1445217	6.4091997	7.759961	5.981528	6.320056	6.393728	7.767542	7.569596	6.6988616	7.336504	6.811646	6.588236	6.9211655	6.6087866	7.0753713	6.8777294	7.051002	7.086431	6.280035	6.627116	6.9323344	7.0697055	6.803945	6.865871
"A_23_P257895"	5.4987307	7.784864	7.0541344	5.0564055	7.424229	6.256309	5.961074	6.822503	7.093153	7.661841	5.242448	5.506342	6.836717	7.183823	5.934528	7.214857	7.7503366	8.332739	6.626707	6.414936	7.5125203	5.8437033	6.6426725	6.71936	6.5949445	7.050874	6.9139357	6.381633
"A_23_P25790"	11.48513	11.204898	11.013809	11.36669	11.129869	11.4151325	11.470163	11.536358	10.781353	10.557915	12.387571	12.908413	11.167537	11.394386	11.651735	11.260968	11.480206	11.333218	10.979366	11.068399	11.2275915	11.410534	11.596992	11.198167	10.97017	10.994355	11.461142	11.4127035
"A_23_P257905"	9.557572	9.313883	9.307951	9.435771	8.216882	8.548849	8.730304	8.923682	9.423783	9.099726	10.458388	10.645152	9.874253	9.960613	10.151023	9.80898	9.404675	9.166966	8.875468	9.030119	8.910184	8.839613	8.879412	8.760285	9.692518	9.826227	9.922095	10.140944
"A_23_P257911"	12.41858	12.177029	11.420149	12.139664	11.4127035	11.747949	11.468552	10.616412	10.883322	11.209473	9.991425	9.23388	11.2065115	11.931461	11.32356	10.505605	11.888454	11.4413	11.422474	12.009653	11.2191725	11.772797	11.203446	11.133264	11.741981	11.607069	11.59031	11.564334
"A_23_P257924"	11.194181	11.486363	11.223114	10.848773	11.233784	10.627281	10.339172	10.307125	10.34477	10.568723	9.924015	9.341309	10.642642	10.271333	11.5402565	12.107735	10.885166	10.757637	10.299713	10.876705	11.467391	11.354512	10.022072	10.335981	10.785755	9.168741	10.947235	11.004389
"A_23_P257936"	10.331076	10.040836	10.044046	10.069496	11.004389	11.155659	11.367967	11.577933	9.114355	8.781226	11.553016	11.331459	9.887758	8.3112135	10.246781	9.8939085	9.578846	10.199309	9.225999	10.288012	7.482837	9.395038	9.699244	8.85946	10.20144	10.0987835	10.8290415	11.425429
"A_23_P257945"	7.12279	7.9909964	9.647342	8.391959	8.678722	7.324969	7.5655355	7.1925755	9.2040825	9.898593	7.4875817	6.9823	8.861555	8.632072	7.3546257	8.391226	8.166672	8.324879	9.096262	8.016239	6.4140487	5.4432793	7.5732536	8.47445	8.3452635	8.4897995	7.684292	7.4138856
"A_23_P257956"	10.7301035	9.985438	10.7838	8.872274	11.274169	10.366806	10.16343	10.87812	10.560781	10.561691	8.845987	9.383558	10.346115	10.773638	10.189127	11.3860235	9.792276	10.696227	10.682819	10.198996	9.178368	8.869297	9.919367	10.731821	10.740982	10.644643	10.148455	10.208113
"A_23_P257962"	7.624163	7.598235	7.5469437	7.593046	6.3746715	6.4601626	6.576833	6.9236984	7.19948	6.9672256	7.7213116	8.062732	7.657297	7.8678713	7.8780384	7.749115	7.3408623	7.4272113	7.1156616	7.4550242	7.2800355	6.877163	6.9249988	6.6442246	7.7497306	7.7757025	7.7838173	7.9387517
"A_23_P257971"	5.391371	7.3004417	6.348835	6.040507	7.0339227	6.6788373	6.8448453	7.301563	6.2413754	6.496916	5.538588	6.8210797	6.226099	5.3152633	7.2979956	7.2065654	7.1957593	6.086542	6.5722404	7.78962	6.4892683	6.4987903	6.325293	6.722045	8.172041	6.1789093	6.1213946	5.8044877
"A_23_P257988"	7.066282	4.312017	3.5351918	3.7361472	4.6167917	4.641087	6.6154757	4.2207394	5.885315	6.1725707	4.6488786	5.5537777	6.3118873	4.8368335	5.4448857	4.606098	5.254907	9.904646	7.3819647	7.3590517	5.720679	5.5135655	5.994869	5.6104426	4.5849204	4.3101025	4.422675	6.761667
"A_23_P257993"	7.8585024	8.725167	7.2764773	7.7338386	8.463956	7.844593	8.169116	8.182673	8.58346	8.925587	7.624163	7.6385717	9.51838	8.934845	8.374568	7.6941237	6.858763	6.8735185	6.819421	6.569323	8.703322	6.2138085	7.680243	6.358167	7.487477	7.197724	7.493045	7.761027
"A_23_P258002"	10.6135845	11.446055	10.710855	10.738429	10.627677	9.868954	10.110632	9.754999	9.953094	9.87366	7.566494	7.5080347	11.046181	10.506768	10.024241	9.98131	10.7816725	10.0999365	11.191509	10.635871	9.893627	10.389747	9.996685	10.201846	11.063243	11.074733	10.720985	10.606504
"A_23_P258018"	6.3797636	6.495627	6.241993	6.2015285	6.6178226	6.7289767	6.7453256	6.668162	8.321398	8.663206	6.6910944	7.015758	6.3708205	7.052942	6.2300067	6.4115644	6.110487	6.2344704	6.2026777	6.3577895	5.1168146	6.4832244	6.4026856	6.095059	6.845175	7.6841774	6.372519	6.430984
"A_23_P258037"	4.934043	6.210735	5.9884934	6.8414755	6.89294	6.4629765	4.8701077	4.826701	7.5662436	7.942231	3.450197	2.3572485	6.119061	4.0876417	5.205586	5.6502614	6.1777043	7.7217894	7.9256153	6.823883	7.5860176	7.523787	6.053803	6.848837	7.4064865	5.182526	5.504111	4.8155293
"A_23_P258048"	7.0690207	8.311395	9.202894	6.1803985	8.629558	8.240731	7.886449	6.181399	9.160536	9.211474	4.4008694	5.5203614	7.8230987	7.5979447	6.304508	7.656123	8.858879	8.538284	9.400507	8.20195	9.331941	6.8406	7.375805	8.6131315	8.36451	7.9693623	7.763541	8.093423
"A_23_P258071"	11.340034	12.008801	11.740256	11.0983	11.935117	12.121006	12.097206	11.821163	11.122661	11.374734	10.0609	7.713268	10.755813	11.365475	10.931852	10.870583	10.03841	11.799328	12.298016	10.571504	10.438339	11.064914	10.467948	10.759883	11.75378	11.367967	11.56283	11.133793
"A_23_P258088"	8.231915	7.25854	7.523361	7.584367	7.7566433	7.4164896	7.3694406	8.682131	6.6418066	7.2038646	9.532526	8.541682	7.8145742	8.143956	8.570471	7.1250644	8.094983	8.668711	9.149061	9.516917	8.943675	8.234157	8.601733	8.69306	7.494274	7.881344	7.520157	7.5083046
"A_23_P258093"	9.5152645	9.22085	9.442817	9.26634	9.225431	9.238012	9.000735	9.219571	8.588252	8.102239	9.638135	9.766984	9.142728	9.38406	9.557818	9.521648	9.479563	9.216868	9.072832	9.381881	9.4216795	9.058387	9.91181	9.449651	8.813775	9.064807	9.697626	9.72008
"A_23_P258108"	14.714361	14.750858	14.695606	14.086435	14.655258	14.443433	14.235568	14.142371	13.900133	13.91136	14.377504	13.127682	15.016407	14.772087	14.868333	14.974126	14.689936	14.506869	14.719316	14.728095	14.2900915	14.403744	14.382042	14.673486	15.406503	15.197953	14.903984	14.974126
"A_23_P258124"	7.5776205	7.57452	7.8444624	7.5663705	7.359465	7.3840523	7.887695	7.3825903	7.5942473	7.3276243	9.191214	8.332336	7.3555384	7.7721467	7.337255	7.3040395	7.4995484	7.120666	6.6200576	7.8116436	7.3984118	7.350216	7.8444624	7.3774676	7.1205263	7.535528	7.336383	7.445113
"A_23_P25813"	6.002951	5.7379184	5.8432612	5.4826055	6.3590503	5.776968	6.114946	5.8473115	4.9256663	3.437155	2.43524	6.090557	5.6941214	6.2174687	5.9159355	5.8355975	5.041594	5.475434	5.238191	5.080357	3.762053	4.799929	4.6119123	6.459603	5.5718846	5.7846465	5.6498265	6.1333256
"A_23_P258136"	6.739433	6.484318	6.432633	6.6142254	6.7276835	6.808843	6.874443	6.8400135	4.8078284	7.2209487	6.399756	5.1860876	4.498557	7.2310867	7.4743595	7.2208323	5.8628926	9.523577	7.915011	5.1740713	5.4641705	5.6220136	5.088832	5.1184688	4.1746554	7.0782704	6.8731	7.332125
"A_23_P258151"	5.587049	5.297605	5.5880337	5.5196204	5.23074	5.6567416	6.59316	6.240076	5.22731	5.9488306	7.114506	6.268224	6.3360324	7.0845065	5.8027997	5.748275	6.670045	8.120246	5.0526767	4.800616	6.2110324	5.027116	5.9716473	4.5724	5.540351	5.4617367	5.6040087	5.885057
"A_23_P258164"	11.203446	10.825236	10.935542	11.236484	10.973974	11.475511	11.793938	11.854119	9.254905	8.776629	12.56215	12.917566	11.200282	11.793938	11.726352	11.31619	11.914958	11.867255	11.384732	10.826714	11.827962	12.248062	11.689275	11.361311	10.814061	10.967569	11.198838	11.03317
"A_23_P258190"	4.9838405	7.2080884	6.7744083	6.218482	6.563375	5.1311464	7.350333	4.9213753	8.29908	8.557996	3.7063723	6.1213946	6.627828	5.8061805	5.815375	6.456147	5.240943	5.1099257	8.180831	5.6412163	4.4028363	5.0625334	6.444742	5.780105	7.579962	6.893535	6.428599	5.8066235
"A_23_P258194"	7.1439	7.200539	7.0467877	7.049748	6.6445127	6.633612	6.7232275	6.762039	6.363068	4.990612	7.9108357	7.608581	6.289472	6.843521	6.4213943	6.451377	6.708202	6.6141124	6.432939	6.5388036	6.859623	7.264496	6.759466	6.490651	6.349474	6.5397277	6.523165	6.6429214
